mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0018342971801757813,0.0007773178101181255,0.003910589218139649,0.0012784330167531336,1,1,"{'n_neighbors': 1, 'p': 1}",0.9166666666666666,0.8333333333333334,0.9583333333333334,1.0,0.875,0.9166666666666667,0.05892556509887895,45,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0014503002166748047,0.0005057692852297182,0.0020642757415771486,0.0004061419004212143,1,2,"{'n_neighbors': 1, 'p': 2}",0.9166666666666666,0.8333333333333334,0.9166666666666666,1.0,0.875,0.9083333333333332,0.05527707983925665,57,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0014932632446289062,0.00045186444725547865,0.0019079685211181641,0.00018460851421718774,2,1,"{'n_neighbors': 2, 'p': 1}",0.9166666666666666,0.7916666666666666,1.0,1.0,0.8333333333333334,0.9083333333333332,0.08498365855987976,57,0.9791666666666666,0.96875,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9645833333333333,0.008333333333333304
0.0011948108673095702,0.00040633575964983513,0.001803445816040039,0.00039448768357955007,2,2,"{'n_neighbors': 2, 'p': 2}",0.9166666666666666,0.7916666666666666,1.0,1.0,0.875,0.9166666666666666,0.07905694150420949,51,0.9895833333333334,0.96875,0.96875,0.96875,0.9583333333333334,0.9708333333333334,0.010206207261596578
0.001401662826538086,0.0004898819678685542,0.0016002178192138672,0.0004898438930083482,3,1,"{'n_neighbors': 3, 'p': 1}",0.9166666666666666,0.875,1.0,1.0,0.875,0.9333333333333332,0.056519416526043906,24,0.9791666666666666,0.9791666666666666,0.9375,0.9375,0.96875,0.9604166666666666,0.01909406539564932
0.0013382434844970703,0.00037331501632627257,0.0021225452423095704,0.00017888942396603592,3,2,"{'n_neighbors': 3, 'p': 2}",0.9166666666666666,0.8333333333333334,1.0,1.0,0.875,0.925,0.06666666666666667,29,0.9791666666666666,0.9791666666666666,0.9479166666666666,0.9583333333333334,0.9583333333333334,0.9645833333333333,0.012499999999999985
0.0012175083160400391,0.00041650699751324217,0.0019123077392578125,0.00045500216405221754,4,1,"{'n_neighbors': 4, 'p': 1}",0.875,0.875,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.9083333333333334,0.03118047822311619,55,0.96875,0.9583333333333334,0.9270833333333334,0.9270833333333334,0.96875,0.95,0.01909406539564932
0.0016263961791992188,0.0003804821881305053,0.001809549331665039,0.0007486466601141343,4,2,"{'n_neighbors': 4, 'p': 2}",0.9166666666666666,0.8333333333333334,1.0,0.9583333333333334,0.875,0.9166666666666667,0.05892556509887895,45,0.9791666666666666,0.96875,0.9479166666666666,0.96875,0.9583333333333334,0.9645833333333332,0.010622957319984964
0.0013271331787109374,0.00040912360299396103,0.001985311508178711,0.0005612128851206744,5,1,"{'n_neighbors': 5, 'p': 1}",0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9583333333333334,0.875,0.925,0.0311804782231162,29,0.96875,0.9583333333333334,0.9375,0.9479166666666666,0.9583333333333334,0.9541666666666666,0.010622957319984978
0.0013564586639404296,0.0004362824074041782,0.001828479766845703,0.0004162179710134652,5,2,"{'n_neighbors': 5, 'p': 2}",0.9166666666666666,0.9166666666666666,1.0,0.9583333333333334,0.875,0.9333333333333332,0.042491829279939886,24,0.9791666666666666,0.9791666666666666,0.9583333333333334,0.9583333333333334,0.9791666666666666,0.9708333333333334,0.01020620726159654
0.0014718055725097656,0.0005622089947710545,0.0022566795349121095,0.0006729926570693582,6,1,"{'n_neighbors': 6, 'p': 1}",0.875,0.9166666666666666,1.0,0.9583333333333334,0.875,0.925,0.04859126579037751,29,0.9791666666666666,0.96875,0.9479166666666666,0.9583333333333334,0.9583333333333334,0.9625,0.010622957319984961
0.0016749382019042968,0.0006023095550482641,0.0016091346740722656,0.00048692100738888456,6,2,"{'n_neighbors': 6, 'p': 2}",0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9416666666666667,0.020412414523193187,6,0.9791666666666666,0.9895833333333334,0.9479166666666666,0.9479166666666666,0.9583333333333334,0.9645833333333332,0.016925080009658266
0.0012690067291259766,0.00037226474466282617,0.0020801067352294923,0.0004793233573094593,7,1,"{'n_neighbors': 7, 'p': 1}",0.9166666666666666,0.875,0.9583333333333334,1.0,0.875,0.925,0.04859126579037751,29,0.96875,0.9479166666666666,0.9583333333333334,0.9583333333333334,0.96875,0.9604166666666668,0.0077951195557790535
0.001561594009399414,0.0006150418128448014,0.0017395496368408203,0.0004188173005472844,7,2,"{'n_neighbors': 7, 'p': 2}",0.9166666666666666,0.875,1.0,1.0,0.9166666666666666,0.9416666666666667,0.05,6,0.9583333333333334,0.9583333333333334,0.9479166666666666,0.9479166666666666,0.96875,0.95625,0.007795119555779064
0.0012670040130615234,0.0005533396475738928,0.002069377899169922,0.0005766336688718246,8,1,"{'n_neighbors': 8, 'p': 1}",0.9166666666666666,0.9166666666666666,1.0,0.9583333333333334,0.875,0.9333333333333332,0.042491829279939886,24,0.9583333333333334,0.96875,0.9375,0.9479166666666666,0.9791666666666666,0.9583333333333334,0.014731391274719735
0.0011982440948486329,0.0003936537931826525,0.0020980358123779295,0.00045329734871310475,8,2,"{'n_neighbors': 8, 'p': 2}",0.9166666666666666,0.875,1.0,1.0,0.9166666666666666,0.9416666666666667,0.05,6,0.9583333333333334,0.96875,0.9479166666666666,0.9583333333333334,0.96875,0.9604166666666668,0.0077951195557790535
0.001166534423828125,0.0004714143532433279,0.002059459686279297,0.00032726998504310924,9,1,"{'n_neighbors': 9, 'p': 1}",0.9583333333333334,0.9166666666666666,1.0,1.0,0.875,0.95,0.04859126579037751,1,0.96875,0.9583333333333334,0.9479166666666666,0.9479166666666666,0.9791666666666666,0.9604166666666666,0.012147816447594379
0.0014707088470458985,0.0005406981958007289,0.0023213863372802735,0.000737970825348317,9,2,"{'n_neighbors': 9, 'p': 2}",0.9166666666666666,0.875,1.0,1.0,0.875,0.9333333333333332,0.056519416526043906,24,0.9583333333333334,0.96875,0.9479166666666666,0.9375,0.9479166666666666,0.9520833333333334,0.010622957319984978
0.001505422592163086,0.000487285475022782,0.0018934249877929688,0.00018390426642230656,10,1,"{'n_neighbors': 10, 'p': 1}",0.9583333333333334,0.9166666666666666,1.0,1.0,0.875,0.95,0.04859126579037751,1,0.9583333333333334,0.9583333333333334,0.9479166666666666,0.9479166666666666,0.9791666666666666,0.9583333333333334,0.011410886614690962
0.0012801170349121093,0.00029920608004717103,0.0020938873291015624,0.00044900954182351644,10,2,"{'n_neighbors': 10, 'p': 2}",0.9166666666666666,0.875,1.0,1.0,0.9166666666666666,0.9416666666666667,0.05,6,0.9583333333333334,0.9583333333333334,0.9479166666666666,0.9479166666666666,0.9479166666666666,0.9520833333333334,0.0051031036307983245
0.001425313949584961,0.0004528186955774045,0.002086019515991211,0.0002887723074247791,11,1,"{'n_neighbors': 11, 'p': 1}",0.9583333333333334,0.9166666666666666,1.0,1.0,0.875,0.95,0.04859126579037751,1,0.9583333333333334,0.9583333333333334,0.9375,0.9479166666666666,0.96875,0.9541666666666668,0.010622957319984978
0.001672840118408203,0.0005440087286736982,0.0021452903747558594,0.00016098682053327677,11,2,"{'n_neighbors': 11, 'p': 2}",0.9166666666666666,0.875,0.9583333333333334,1.0,0.875,0.925,0.04859126579037751,29,0.9583333333333334,0.9479166666666666,0.9479166666666666,0.9270833333333334,0.9375,0.94375,0.010622957319984961
0.0012560844421386718,0.00035310213664723947,0.002313518524169922,0.0002937638741980316,12,1,"{'n_neighbors': 12, 'p': 1}",0.9166666666666666,0.9166666666666666,1.0,1.0,0.875,0.9416666666666667,0.05000000000000001,6,0.9479166666666666,0.9583333333333334,0.9375,0.9375,0.9583333333333334,0.9479166666666666,0.009316949906249141
0.0013428688049316405,0.00044823257463024173,0.0018683433532714843,0.0004493522366753217,12,2,"{'n_neighbors': 12, 'p': 2}",0.9166666666666666,0.9166666666666666,1.0,1.0,0.875,0.9416666666666667,0.05000000000000001,6,0.9583333333333334,0.9583333333333334,0.9375,0.9375,0.9583333333333334,0.95,0.010206207261596593
0.0012877941131591796,0.0004080060035057205,0.001943063735961914,0.0001988323127398899,13,1,"{'n_neighbors': 13, 'p': 1}",0.9166666666666666,0.9583333333333334,1.0,1.0,0.875,0.95,0.04859126579037751,1,0.9583333333333334,0.9479166666666666,0.9479166666666666,0.9270833333333334,0.9583333333333334,0.9479166666666666,0.011410886614690962
0.0014455795288085937,0.00043113514271637704,0.001820993423461914,0.0005703307185027475,13,2,"{'n_neighbors': 13, 'p': 2}",0.9166666666666666,0.9166666666666666,1.0,1.0,0.875,0.9416666666666667,0.05000000000000001,6,0.96875,0.96875,0.9270833333333334,0.9166666666666666,0.9479166666666666,0.9458333333333334,0.02124591463996994
0.0012381553649902343,0.0005073678536619576,0.002081632614135742,6.657251286857697e-05,14,1,"{'n_neighbors': 14, 'p': 1}",0.9166666666666666,0.9166666666666666,1.0,1.0,0.875,0.9416666666666667,0.05000000000000001,6,0.96875,0.9479166666666666,0.9375,0.9270833333333334,0.9583333333333334,0.9479166666666666,0.014731391274719735
0.0014542579650878907,0.0005143887026972055,0.002115154266357422,0.0002674235083535604,14,2,"{'n_neighbors': 14, 'p': 2}",0.9166666666666666,0.9166666666666666,1.0,1.0,0.875,0.9416666666666667,0.05000000000000001,6,0.9895833333333334,0.9583333333333334,0.9375,0.9166666666666666,0.9479166666666666,0.95,0.024116326880812996
