mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.002224302291870117,0.0003990457449001473,0.003399085998535156,0.0008176577374501623,41,1,"{'n_neighbors': 41, 'p': 1}",0.8095238095238095,0.9047619047619048,1.0,0.8571428571428571,0.9047619047619048,0.8952380952380953,0.06317380553057905,94,0.9523809523809523,0.9404761904761905,0.9047619047619048,0.9047619047619048,0.8928571428571429,0.919047619047619,0.023084189797220583
0.0025302886962890623,0.0004649521349222139,0.0039349555969238285,0.0008662831062477163,41,2,"{'n_neighbors': 41, 'p': 2}",0.9047619047619048,0.9047619047619048,1.0,0.8571428571428571,0.9047619047619048,0.9142857142857143,0.04665694748158436,74,0.9761904761904762,0.9404761904761905,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,0.018442777839082915
0.0022307872772216798,0.0010163685493698542,0.006935834884643555,0.0007121239923992805,42,1,"{'n_neighbors': 42, 'p': 1}",0.8095238095238095,0.9047619047619048,1.0,0.8571428571428571,0.9047619047619048,0.8952380952380953,0.06317380553057905,94,0.9285714285714286,0.9285714285714286,0.9166666666666666,0.9047619047619048,0.8928571428571429,0.9142857142857143,0.013883218797250711
0.00163726806640625,0.0004954792952743567,0.010518264770507813,0.000591967691994693,42,2,"{'n_neighbors': 42, 'p': 2}",0.8571428571428571,0.9523809523809523,1.0,0.8571428571428571,0.9047619047619048,0.9142857142857143,0.05553287518900288,74,0.9523809523809523,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9333333333333333,0.009523809523809488
0.0022734642028808595,0.00041527245753175007,0.007039833068847656,0.0006972812998071068,43,1,"{'n_neighbors': 43, 'p': 1}",0.8095238095238095,0.9047619047619048,0.9523809523809523,0.8571428571428571,0.9047619047619048,0.8857142857142858,0.04856209060564556,99,0.9642857142857143,0.9285714285714286,0.9047619047619048,0.9166666666666666,0.9047619047619048,0.9238095238095237,0.02208004403689454
0.00206608772277832,0.00038136806921650095,0.012605953216552734,0.001540290873101316,43,2,"{'n_neighbors': 43, 'p': 2}",0.8571428571428571,0.9047619047619048,1.0,0.9047619047619048,0.9047619047619048,0.9142857142857143,0.04665694748158436,74,0.9642857142857143,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,0.9380952380952381,0.01388321879725071
0.002372264862060547,0.0003253072070893029,0.0074421405792236325,0.0004860863957825467,44,1,"{'n_neighbors': 44, 'p': 1}",0.8095238095238095,0.9047619047619048,1.0,0.8571428571428571,0.9047619047619048,0.8952380952380953,0.06317380553057905,94,0.9404761904761905,0.9285714285714286,0.9047619047619048,0.9166666666666666,0.9047619047619048,0.919047619047619,0.013883218797250714
0.001913738250732422,0.00047374884914378563,0.011725902557373047,0.0009423718051679846,44,2,"{'n_neighbors': 44, 'p': 2}",0.8571428571428571,0.9047619047619048,1.0,0.8571428571428571,0.9047619047619048,0.9047619047619048,0.05216405309573012,85,0.9404761904761905,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9285714285714286,0.9238095238095237,0.00952380952380954
0.0019231319427490234,0.0004828400746272481,0.006781864166259766,0.00043613019642814574,45,1,"{'n_neighbors': 45, 'p': 1}",0.8095238095238095,0.9047619047619048,1.0,0.8571428571428571,0.9523809523809523,0.9047619047619048,0.06734350297014738,85,0.9523809523809523,0.9404761904761905,0.9047619047619048,0.9166666666666666,0.9047619047619048,0.9238095238095237,0.019342948582466556
0.0022501468658447264,0.00037768144105781385,0.011256265640258788,0.00029467693026675123,45,2,"{'n_neighbors': 45, 'p': 2}",0.8571428571428571,0.9047619047619048,1.0,0.9047619047619048,0.9047619047619048,0.9142857142857143,0.04665694748158436,74,0.9642857142857143,0.9285714285714286,0.9166666666666666,0.9285714285714286,0.9166666666666666,0.930952380952381,0.017496355305594145
0.0019357681274414062,0.000267779470227475,0.007621145248413086,0.0006179440635983052,46,1,"{'n_neighbors': 46, 'p': 1}",0.8095238095238095,0.9047619047619048,1.0,0.8571428571428571,0.9523809523809523,0.9047619047619048,0.06734350297014738,85,0.9523809523809523,0.9285714285714286,0.9047619047619048,0.9285714285714286,0.9047619047619048,0.9238095238095239,0.01781741612749494
0.0022335052490234375,0.0001502402579017309,0.01195526123046875,0.0007261783751459853,46,2,"{'n_neighbors': 46, 'p': 2}",0.8571428571428571,0.9047619047619048,1.0,0.8571428571428571,0.9047619047619048,0.9047619047619048,0.05216405309573012,85,0.9404761904761905,0.9047619047619048,0.9166666666666666,0.9166666666666666,0.9047619047619048,0.9166666666666666,0.013041013273932521
0.002180624008178711,0.00018411505793637423,0.0072800636291503905,0.00045381044530063693,47,1,"{'n_neighbors': 47, 'p': 1}",0.8095238095238095,0.9047619047619048,1.0,0.9047619047619048,1.0,0.9238095238095237,0.07126966450997983,66,0.9404761904761905,0.9404761904761905,0.9047619047619048,0.9523809523809523,0.9047619047619048,0.9285714285714286,0.019920476822239876
0.002351808547973633,0.0005899944022425655,0.011676216125488281,0.0003762533928604786,47,2,"{'n_neighbors': 47, 'p': 2}",0.8095238095238095,0.8571428571428571,1.0,0.8571428571428571,0.9047619047619048,0.8857142857142858,0.06459361888690732,99,0.9285714285714286,0.9523809523809523,0.9285714285714286,0.9166666666666666,0.9047619047619048,0.9261904761904761,0.01579345138264475
0.001997041702270508,0.0008623248916557949,0.007325553894042968,0.0007734316433087787,48,1,"{'n_neighbors': 48, 'p': 1}",0.8095238095238095,0.9047619047619048,1.0,0.8571428571428571,0.9523809523809523,0.9047619047619048,0.06734350297014738,85,0.9523809523809523,0.9523809523809523,0.9166666666666666,0.9285714285714286,0.9166666666666666,0.9333333333333333,0.016148404721726815
0.0017865657806396484,0.0004405760811458613,0.011426544189453125,0.0008786944546627685,48,2,"{'n_neighbors': 48, 'p': 2}",0.8571428571428571,0.9523809523809523,1.0,0.8571428571428571,0.9047619047619048,0.9142857142857143,0.05553287518900288,74,0.9404761904761905,0.9404761904761905,0.9166666666666666,0.9166666666666666,0.9047619047619048,0.9238095238095237,0.014285714285714285
